county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
San Benito,2/29/2020,2,0,9,,1,-2
San Benito,3/1/2020,2,-1,-7,,0,
San Benito,3/2/2020,7,8,,,7,-2
San Benito,3/3/2020,8,13,,,3,-2
San Benito,3/4/2020,2,2,,,3,-1
San Benito,3/5/2020,3,4,,,4,-1
San Benito,3/6/2020,-2,2,,,2,0
San Benito,3/7/2020,5,3,-16,,1,1
San Benito,3/8/2020,3,0,3,,0,
San Benito,3/9/2020,2,6,,,6,0
San Benito,3/10/2020,-1,6,,,1,1
San Benito,3/11/2020,3,11,,,1,0
San Benito,3/12/2020,4,20,,,-1,0
San Benito,3/13/2020,-4,33,,,-2,1
San Benito,3/14/2020,-6,24,-18,,-6,
San Benito,3/15/2020,-18,2,-39,,-5,
San Benito,3/16/2020,-11,35,,,-16,8
San Benito,3/17/2020,-28,15,,,-33,17
San Benito,3/18/2020,-34,5,,,-39,19
San Benito,3/19/2020,-36,-2,,,-38,19
San Benito,3/20/2020,-41,-8,,,-41,21
San Benito,3/21/2020,-48,-17,-46,-50,-34,
San Benito,3/22/2020,-47,-27,-37,,-32,
San Benito,3/23/2020,-39,-17,,,-39,20
San Benito,3/24/2020,-38,-16,,,-43,22
San Benito,3/25/2020,-38,-19,,,-43,23
San Benito,3/26/2020,-38,-13,,,-43,23
San Benito,3/27/2020,-42,-14,,,-42,23
San Benito,3/28/2020,-47,-16,-48,,-33,
San Benito,3/29/2020,-45,-25,-36,,-32,
San Benito,3/30/2020,-35,-19,,,-41,19
San Benito,3/31/2020,-32,-12,,,-45,20
San Benito,4/1/2020,-29,-16,,,-44,21
San Benito,4/2/2020,-34,-12,,,-45,22
San Benito,4/3/2020,-40,-7,-14,,-44,22
San Benito,4/4/2020,-48,-20,-72,-56,-34,
San Benito,4/5/2020,-54,-33,-76,,-38,
San Benito,4/6/2020,-41,-17,,,-46,22
San Benito,4/7/2020,-37,-16,,,-46,22
San Benito,4/8/2020,-41,-17,,,-46,24
San Benito,4/9/2020,-40,-13,,,-47,23
San Benito,4/10/2020,-41,-12,-26,,-50,25
San Benito,4/11/2020,-44,-9,-54,,-38,
San Benito,4/12/2020,-61,-28,-57,,-41,
San Benito,4/13/2020,-35,-19,,,-43,20
San Benito,4/14/2020,-33,-14,,,-44,21
San Benito,4/15/2020,-30,-11,,,-43,21
San Benito,4/16/2020,-39,-13,,,-43,21
San Benito,4/17/2020,-42,-17,-34,,-44,22
San Benito,4/18/2020,-42,-16,-64,,-30,
San Benito,4/19/2020,-40,-22,-58,,-30,
San Benito,4/20/2020,-35,-19,-43,,-40,19
San Benito,4/21/2020,-34,-12,,,-42,20
San Benito,4/22/2020,-32,-11,,,-41,20
San Benito,4/23/2020,-34,-12,,,-43,20
San Benito,4/24/2020,-36,-11,-34,,-41,20
San Benito,4/25/2020,-36,-7,-56,,-27,
San Benito,4/26/2020,-38,-15,-48,,-26,
San Benito,4/27/2020,-31,-15,,,-38,18
San Benito,4/28/2020,-30,-13,,,-40,11
San Benito,4/29/2020,-31,-12,,,-41,19
San Benito,4/30/2020,-28,-8,,,-40,19
San Benito,5/1/2020,-32,-7,-18,,-40,19
San Benito,5/2/2020,-36,-5,-59,,-28,
San Benito,5/3/2020,-35,-18,-52,,-21,
San Benito,5/4/2020,-23,-5,,,-34,15
San Benito,5/5/2020,-26,-2,,,-37,16
San Benito,5/6/2020,-26,-8,,,-36,16
San Benito,5/7/2020,-27,-4,,,-35,16
San Benito,5/8/2020,-29,-5,-19,,-35,17
San Benito,5/9/2020,-25,15,-68,,-22,
San Benito,5/10/2020,-30,7,-55,,-22,
San Benito,5/11/2020,-31,-15,,,-33,14
San Benito,5/12/2020,-31,-8,,,-35,16
San Benito,5/13/2020,-28,-15,,,-35,16
San Benito,5/14/2020,-28,-7,,,-34,15
San Benito,5/15/2020,-30,-9,-20,,-34,16
San Benito,5/16/2020,-27,-4,-55,,-24,
San Benito,5/17/2020,-28,-12,-48,,-22,
San Benito,5/18/2020,-26,-13,,,-29,14
San Benito,5/19/2020,-24,-12,,,-33,15
San Benito,5/20/2020,-19,-8,,,-32,14
San Benito,5/21/2020,-22,-7,,,-32,15
San Benito,5/22/2020,-21,-8,,,-33,14
San Benito,5/23/2020,-20,2,-32,,-20,
San Benito,5/24/2020,-14,-1,-12,,-17,
San Benito,5/25/2020,-21,-1,,,-70,23
San Benito,5/26/2020,-19,-4,,,-31,13
San Benito,5/27/2020,-16,-4,,,-30,14
San Benito,5/28/2020,-21,-4,,,-29,13
San Benito,5/29/2020,-23,-8,,,-28,13
San Bernardino,2/15/2020,2,-1,8,1,-2,0
San Bernardino,2/16/2020,5,0,15,4,-1,-1
San Bernardino,2/17/2020,8,-2,26,-1,-31,7
San Bernardino,2/18/2020,0,-1,12,0,1,0
San Bernardino,2/19/2020,1,-1,14,-1,1,0
San Bernardino,2/20/2020,3,1,16,0,1,-1
San Bernardino,2/21/2020,1,-2,7,0,2,0
San Bernardino,2/22/2020,-1,-5,-19,-8,0,1
San Bernardino,2/23/2020,3,-3,-4,2,0,0
San Bernardino,2/24/2020,2,-2,12,-2,4,0
San Bernardino,2/25/2020,4,0,17,0,2,-1
San Bernardino,2/26/2020,8,3,19,2,2,-1
San Bernardino,2/27/2020,7,2,15,3,1,-1
San Bernardino,2/28/2020,6,1,11,3,2,-2
San Bernardino,2/29/2020,6,-1,8,-1,1,-1
San Bernardino,3/1/2020,5,-2,-22,2,-1,0
San Bernardino,3/2/2020,7,3,3,-4,3,0
San Bernardino,3/3/2020,11,10,26,-1,2,-1
San Bernardino,3/4/2020,8,7,20,0,2,-1
San Bernardino,3/5/2020,7,8,21,2,2,-1
San Bernardino,3/6/2020,3,3,12,2,2,-1
San Bernardino,3/7/2020,2,1,7,-4,1,0
San Bernardino,3/8/2020,4,2,2,2,1,0
San Bernardino,3/9/2020,5,6,14,-4,4,0
San Bernardino,3/10/2020,1,1,-21,-9,-2,3
San Bernardino,3/11/2020,6,8,18,-5,0,0
San Bernardino,3/12/2020,-6,6,-29,-13,-3,3
San Bernardino,3/13/2020,-1,30,-23,-16,-4,4
San Bernardino,3/14/2020,-6,30,-30,-17,-3,5
San Bernardino,3/15/2020,-10,14,-22,-13,-5,4
San Bernardino,3/16/2020,-7,22,-19,-19,-16,7
San Bernardino,3/17/2020,-13,12,-12,-20,-21,10
San Bernardino,3/18/2020,-20,10,-19,-22,-26,12
San Bernardino,3/19/2020,-26,7,-35,-29,-29,14
San Bernardino,3/20/2020,-33,3,-25,-33,-34,17
San Bernardino,3/21/2020,-42,-8,-28,-36,-25,14
San Bernardino,3/22/2020,-45,-18,-25,-41,-30,12
San Bernardino,3/23/2020,-37,-14,-35,-39,-38,17
San Bernardino,3/24/2020,-34,-14,-22,-35,-39,17
San Bernardino,3/25/2020,-36,-15,-27,-36,-40,18
San Bernardino,3/26/2020,-36,-14,-28,-38,-41,18
San Bernardino,3/27/2020,-39,-16,-28,-40,-41,20
San Bernardino,3/28/2020,-43,-16,-34,-42,-30,16
San Bernardino,3/29/2020,-45,-23,-36,-42,-34,14
San Bernardino,3/30/2020,-34,-16,-17,-37,-40,17
San Bernardino,3/31/2020,-33,-16,-17,-34,-42,18
San Bernardino,4/1/2020,-31,-8,-17,-34,-42,17
San Bernardino,4/2/2020,-34,-9,-25,-37,-43,18
San Bernardino,4/3/2020,-35,-9,-25,-40,-42,19
San Bernardino,4/4/2020,-42,-13,-39,-43,-33,16
San Bernardino,4/5/2020,-46,-21,-49,-46,-36,14
San Bernardino,4/6/2020,-44,-25,-57,-49,-45,20
San Bernardino,4/7/2020,-42,-22,-50,-44,-46,21
San Bernardino,4/8/2020,-44,-23,-53,-45,-47,21
San Bernardino,4/9/2020,-45,-22,-59,-48,-48,22
San Bernardino,4/10/2020,-44,-19,-54,-51,-50,24
San Bernardino,4/11/2020,-43,-11,-44,-45,-35,16
San Bernardino,4/12/2020,-60,-32,-60,-49,-40,15
San Bernardino,4/13/2020,-41,-23,-43,-41,-42,18
San Bernardino,4/14/2020,-35,-18,-30,-35,-43,18
San Bernardino,4/15/2020,-37,-11,-28,-33,-43,18
San Bernardino,4/16/2020,-47,-9,-32,-33,-43,18
San Bernardino,4/17/2020,-51,-14,-40,-38,-42,20
San Bernardino,4/18/2020,-53,-15,-50,-39,-31,16
San Bernardino,4/19/2020,-54,-18,-42,-40,-32,13
San Bernardino,4/20/2020,-48,-13,-38,-36,-41,17
San Bernardino,4/21/2020,-46,-12,-29,-33,-42,18
San Bernardino,4/22/2020,-46,-10,-29,-31,-42,18
San Bernardino,4/23/2020,-46,-8,-30,-32,-43,18
San Bernardino,4/24/2020,-48,-10,-32,-35,-42,19
San Bernardino,4/25/2020,-50,-7,-34,-34,-29,13
San Bernardino,4/26/2020,-50,-13,-32,-37,-31,11
San Bernardino,4/27/2020,-43,-9,-25,-32,-39,16
San Bernardino,4/28/2020,-42,-8,-21,-29,-41,9
San Bernardino,4/29/2020,-42,-7,-22,-29,-42,17
San Bernardino,4/30/2020,-40,-3,-20,-28,-42,16
San Bernardino,5/1/2020,-41,-3,-19,-30,-40,17
San Bernardino,5/2/2020,-44,0,-22,-27,-26,12
San Bernardino,5/3/2020,-45,-5,-20,-29,-26,10
San Bernardino,5/4/2020,-38,-2,-16,-28,-38,14
San Bernardino,5/5/2020,-38,2,-14,-24,-39,15
San Bernardino,5/6/2020,-39,-1,-17,-26,-40,16
San Bernardino,5/7/2020,-39,2,-17,-27,-40,16
San Bernardino,5/8/2020,-40,2,-18,-27,-38,16
San Bernardino,5/9/2020,-40,15,-19,-24,-23,10
San Bernardino,5/10/2020,-43,11,-24,-24,-22,7
San Bernardino,5/11/2020,-39,-6,-18,-26,-37,14
San Bernardino,5/12/2020,-38,-3,-16,-25,-37,15
San Bernardino,5/13/2020,-37,-2,-10,-25,-38,15
San Bernardino,5/14/2020,-37,-1,-10,-26,-38,15
San Bernardino,5/15/2020,-40,-3,-10,-27,-37,15
San Bernardino,5/16/2020,-41,1,-10,-26,-22,10
San Bernardino,5/17/2020,-41,-4,-6,-28,-22,9
San Bernardino,5/18/2020,-37,-6,-24,-31,-34,14
San Bernardino,5/19/2020,-34,-2,-9,-28,-36,14
San Bernardino,5/20/2020,-33,0,-2,-25,-36,14
San Bernardino,5/21/2020,-33,3,-2,-23,-37,13
San Bernardino,5/22/2020,-36,1,-2,-22,-36,14
San Bernardino,5/23/2020,-39,5,5,-19,-19,9
San Bernardino,5/24/2020,-39,3,20,-23,-21,6
San Bernardino,5/25/2020,-38,1,33,-34,-69,20
San Bernardino,5/26/2020,-32,1,1,-22,-34,13
San Bernardino,5/27/2020,-31,0,1,-21,-34,13
San Bernardino,5/28/2020,-31,2,2,-23,-34,13
San Bernardino,5/29/2020,-33,-2,-4,-23,-32,13
San Diego,2/15/2020,3,-1,14,2,-1,0
San Diego,2/16/2020,6,-1,29,0,0,-1
San Diego,2/17/2020,7,-3,48,-11,-38,7
San Diego,2/18/2020,-1,-2,9,5,1,0
San Diego,2/19/2020,1,-2,10,3,1,0
San Diego,2/20/2020,1,0,9,0,0,0
San Diego,2/21/2020,1,0,4,0,2,0
San Diego,2/22/2020,-2,-5,-30,-9,-1,2
San Diego,2/23/2020,3,-2,6,1,2,0
San Diego,2/24/2020,1,-3,7,1,6,-1
San Diego,2/25/2020,2,-1,18,3,5,-1
San Diego,2/26/2020,4,1,15,4,3,-1
San Diego,2/27/2020,3,1,10,2,3,-1
San Diego,2/28/2020,3,3,7,2,5,-1
San Diego,2/29/2020,4,2,15,-1,2,-1
San Diego,3/1/2020,2,-1,-20,-4,2,0
San Diego,3/2/2020,3,1,-3,-3,6,-1
San Diego,3/3/2020,6,5,19,2,4,-1
San Diego,3/4/2020,3,2,14,0,3,0
San Diego,3/5/2020,3,3,9,-2,3,-1
San Diego,3/6/2020,2,4,8,-4,4,0
San Diego,3/7/2020,1,2,9,-9,2,0
San Diego,3/8/2020,2,1,9,-8,1,0
San Diego,3/9/2020,3,2,7,-6,4,0
San Diego,3/10/2020,-4,-2,-32,-14,-1,3
San Diego,3/11/2020,2,3,7,-8,0,1
San Diego,3/12/2020,-3,8,-31,-19,-4,4
San Diego,3/13/2020,-4,26,-38,-21,-5,5
San Diego,3/14/2020,-13,17,-34,-25,-6,7
San Diego,3/15/2020,-15,7,-16,-24,-7,6
San Diego,3/16/2020,-11,15,-18,-30,-23,10
San Diego,3/17/2020,-24,8,-3,-33,-31,14
San Diego,3/18/2020,-33,-4,-47,-45,-39,19
San Diego,3/19/2020,-31,3,-26,-48,-41,19
San Diego,3/20/2020,-41,-3,-35,-51,-46,23
San Diego,3/21/2020,-49,-15,-28,-55,-36,17
San Diego,3/22/2020,-51,-23,-28,-60,-38,15
San Diego,3/23/2020,-43,-21,-33,-59,-50,22
San Diego,3/24/2020,-43,-20,-35,-56,-52,23
San Diego,3/25/2020,-44,-22,-45,-58,-53,24
San Diego,3/26/2020,-45,-22,-49,-62,-53,25
San Diego,3/27/2020,-45,-19,-46,-61,-51,25
San Diego,3/28/2020,-50,-22,-55,-62,-39,18
San Diego,3/29/2020,-50,-26,-51,-64,-41,15
San Diego,3/30/2020,-42,-22,-40,-60,-51,22
San Diego,3/31/2020,-43,-21,-46,-59,-54,23
San Diego,4/1/2020,-42,-18,-42,-59,-54,23
San Diego,4/2/2020,-44,-19,-48,-62,-55,25
San Diego,4/3/2020,-44,-15,-52,-61,-53,25
San Diego,4/4/2020,-52,-23,-70,-64,-41,19
San Diego,4/5/2020,-54,-28,-70,-69,-43,16
San Diego,4/6/2020,-49,-29,-71,-67,-55,25
San Diego,4/7/2020,-51,-29,-72,-67,-57,26
San Diego,4/8/2020,-49,-26,-64,-66,-57,26
San Diego,4/9/2020,-50,-26,-70,-68,-58,27
San Diego,4/10/2020,-56,-34,-77,-73,-60,31
San Diego,4/11/2020,-49,-17,-68,-63,-42,19
San Diego,4/12/2020,-65,-38,-75,-70,-48,17
San Diego,4/13/2020,-48,-29,-61,-64,-53,24
San Diego,4/14/2020,-45,-25,-50,-60,-54,24
San Diego,4/15/2020,-48,-21,-50,-59,-54,24
San Diego,4/16/2020,-58,-18,-53,-61,-53,24
San Diego,4/17/2020,-60,-20,-61,-62,-51,25
San Diego,4/18/2020,-62,-21,-69,-62,-39,18
San Diego,4/19/2020,-64,-26,-68,-66,-40,15
San Diego,4/20/2020,-59,-22,-57,-61,-51,22
San Diego,4/21/2020,-58,-20,-48,-60,-53,23
San Diego,4/22/2020,-57,-19,-43,-60,-53,23
San Diego,4/23/2020,-58,-18,-47,-61,-53,24
San Diego,4/24/2020,-58,-17,-50,-61,-51,24
San Diego,4/25/2020,-60,-16,-58,-60,-37,17
San Diego,4/26/2020,-61,-21,-55,-63,-39,14
San Diego,4/27/2020,-56,-19,-34,-59,-50,21
San Diego,4/28/2020,-56,-18,-29,-57,-52,14
San Diego,4/29/2020,-53,-19,-34,-58,-52,23
San Diego,4/30/2020,-50,-16,-33,-59,-52,23
San Diego,5/1/2020,-50,-12,-33,-57,-50,23
San Diego,5/2/2020,-52,-11,-41,-55,-35,15
San Diego,5/3/2020,-53,-16,-36,-59,-35,13
San Diego,5/4/2020,-48,-15,-27,-57,-49,20
San Diego,5/5/2020,-47,-10,-23,-55,-50,21
San Diego,5/6/2020,-49,-13,-24,-54,-51,21
San Diego,5/7/2020,-49,-11,-29,-56,-51,22
San Diego,5/8/2020,-49,-7,-31,-54,-48,22
San Diego,5/9/2020,-49,-1,-42,-53,-33,14
San Diego,5/10/2020,-50,-7,-42,-55,-31,11
San Diego,5/11/2020,-49,-18,-29,-54,-47,19
San Diego,5/12/2020,-49,-14,-28,-53,-48,20
San Diego,5/13/2020,-47,-13,-26,-53,-49,21
San Diego,5/14/2020,-48,-12,-28,-55,-49,21
San Diego,5/15/2020,-48,-10,-26,-54,-47,21
San Diego,5/16/2020,-50,-10,-32,-53,-32,14
San Diego,5/17/2020,-50,-16,-28,-55,-31,12
San Diego,5/18/2020,-46,-15,-28,-55,-46,19
San Diego,5/19/2020,-46,-12,-20,-53,-47,20
San Diego,5/20/2020,-45,-11,-16,-52,-47,20
San Diego,5/21/2020,-44,-9,-19,-52,-48,20
San Diego,5/22/2020,-44,-6,-22,-52,-46,20
San Diego,5/23/2020,-46,-7,-27,-50,-27,12
San Diego,5/24/2020,-45,-10,-12,-52,-27,9
San Diego,5/25/2020,-46,-12,16,-58,-74,23
San Diego,5/26/2020,-43,-11,-16,-49,-44,18
San Diego,5/27/2020,-42,-10,-15,-50,-44,18
San Diego,5/28/2020,-42,-9,-21,-51,-44,19
San Diego,5/29/2020,-42,-8,-26,-49,-42,19
San Francisco,2/15/2020,6,2,23,-1,1,-1
San Francisco,2/16/2020,8,-2,30,8,1,-1
San Francisco,2/17/2020,6,2,48,-36,-59,11
San Francisco,2/18/2020,-3,2,16,-3,1,0
San Francisco,2/19/2020,-2,-2,6,-1,0,0
San Francisco,2/20/2020,3,-1,16,1,0,0
San Francisco,2/21/2020,0,1,14,0,3,0
San Francisco,2/22/2020,0,0,4,-5,3,0
San Francisco,2/23/2020,2,1,16,1,4,0
San Francisco,2/24/2020,3,2,15,1,2,0
San Francisco,2/25/2020,10,4,31,4,3,-1
San Francisco,2/26/2020,4,3,13,1,0,0
San Francisco,2/27/2020,5,3,20,4,1,-1
San Francisco,2/28/2020,-1,5,6,-2,2,0
San Francisco,2/29/2020,-5,3,-7,-13,2,1
San Francisco,3/1/2020,-4,4,1,-5,4,0
San Francisco,3/2/2020,-2,10,13,-6,0,1
San Francisco,3/3/2020,1,12,12,-3,-1,1
San Francisco,3/4/2020,-4,5,0,-4,-2,2
San Francisco,3/5/2020,-4,6,-8,-9,-4,2
San Francisco,3/6/2020,-9,6,-15,-17,-8,5
San Francisco,3/7/2020,-12,1,-19,-24,0,4
San Francisco,3/8/2020,-13,-4,-8,-18,-2,3
San Francisco,3/9/2020,-8,7,2,-22,-18,8
San Francisco,3/10/2020,-6,10,9,-24,-21,9
San Francisco,3/11/2020,-13,8,3,-30,-26,11
San Francisco,3/12/2020,-17,16,-4,-35,-32,14
San Francisco,3/13/2020,-26,17,-16,-40,-35,15
San Francisco,3/14/2020,-41,1,-54,-48,-13,11
San Francisco,3/15/2020,-42,-1,-35,-41,-15,10
San Francisco,3/16/2020,-32,32,-20,-52,-54,20
San Francisco,3/17/2020,-64,-11,-27,-70,-72,32
San Francisco,3/18/2020,-67,-18,-35,-72,-73,33
San Francisco,3/19/2020,-66,-16,-25,-71,-73,33
San Francisco,3/20/2020,-69,-16,-36,-70,-72,34
San Francisco,3/21/2020,-73,-22,-38,-65,-49,20
San Francisco,3/22/2020,-72,-30,-34,-62,-48,19
San Francisco,3/23/2020,-68,-28,-50,-74,-76,34
San Francisco,3/24/2020,-70,-28,-54,-75,-76,36
San Francisco,3/25/2020,-70,-25,-40,-74,-76,34
San Francisco,3/26/2020,-70,-26,-39,-74,-77,36
San Francisco,3/27/2020,-72,-27,-48,-73,-74,36
San Francisco,3/28/2020,-76,-32,-64,-69,-54,23
San Francisco,3/29/2020,-75,-37,-55,-66,-53,21
San Francisco,3/30/2020,-67,-29,-38,-73,-76,33
San Francisco,3/31/2020,-69,-28,-38,-73,-77,35
San Francisco,4/1/2020,-69,-28,-40,-73,-77,34
San Francisco,4/2/2020,-70,-28,-41,-74,-77,36
San Francisco,4/3/2020,-71,-29,-46,-72,-75,35
San Francisco,4/4/2020,-79,-39,-77,-72,-56,24
San Francisco,4/5/2020,-77,-41,-65,-70,-54,22
San Francisco,4/6/2020,-73,-40,-66,-78,-78,36
San Francisco,4/7/2020,-70,-28,-31,-74,-78,35
San Francisco,4/8/2020,-72,-34,-52,-75,-78,35
San Francisco,4/9/2020,-72,-32,-44,-76,-78,36
San Francisco,4/10/2020,-73,-32,-43,-74,-76,36
San Francisco,4/11/2020,-77,-33,-59,-70,-54,22
San Francisco,4/12/2020,-79,-48,-48,-67,-53,20
San Francisco,4/13/2020,-70,-36,-39,-75,-77,34
San Francisco,4/14/2020,-71,-34,-22,-74,-77,34
San Francisco,4/15/2020,-73,-35,-41,-74,-77,35
San Francisco,4/16/2020,-77,-37,-51,-75,-77,37
San Francisco,4/17/2020,-77,-36,-55,-74,-74,36
San Francisco,4/18/2020,-79,-36,-43,-65,-50,21
San Francisco,4/19/2020,-78,-42,-38,-62,-50,19
San Francisco,4/20/2020,-75,-39,-44,-74,-77,34
San Francisco,4/21/2020,-74,-36,-32,-74,-77,35
San Francisco,4/22/2020,-75,-36,-37,-74,-76,35
San Francisco,4/23/2020,-76,-37,-36,-75,-77,36
San Francisco,4/24/2020,-76,-35,-32,-72,-74,35
San Francisco,4/25/2020,-77,-36,-33,-64,-49,20
San Francisco,4/26/2020,-77,-41,-38,-62,-50,19
San Francisco,4/27/2020,-73,-37,-33,-73,-76,33
San Francisco,4/28/2020,-73,-35,-24,-72,-76,25
San Francisco,4/29/2020,-75,-38,-50,-74,-76,34
San Francisco,4/30/2020,-73,-34,-41,-74,-76,35
San Francisco,5/1/2020,-72,-32,-34,-70,-73,34
San Francisco,5/2/2020,-75,-32,-41,-64,-47,20
San Francisco,5/3/2020,-72,-37,-19,-57,-44,17
San Francisco,5/4/2020,-68,-33,-29,-71,-74,32
San Francisco,5/5/2020,-68,-30,-25,-71,-74,33
San Francisco,5/6/2020,-71,-32,-25,-71,-74,33
San Francisco,5/7/2020,-71,-30,-24,-71,-74,33
San Francisco,5/8/2020,-72,-30,-32,-69,-71,33
San Francisco,5/9/2020,-74,-28,-41,-62,-43,18
San Francisco,5/10/2020,-72,-33,-33,-58,-40,15
San Francisco,5/11/2020,-71,-37,-48,-74,-73,33
San Francisco,5/12/2020,-70,-31,-27,-71,-73,33
San Francisco,5/13/2020,-71,-33,-41,-71,-73,33
San Francisco,5/14/2020,-72,-34,-48,-73,-74,34
San Francisco,5/15/2020,-70,-30,-29,-71,-70,31
San Francisco,5/16/2020,-72,-29,-25,-65,-42,17
San Francisco,5/17/2020,-71,-35,-25,-62,-38,17
San Francisco,5/18/2020,-68,-32,-31,-73,-72,31
San Francisco,5/19/2020,-67,-28,-20,-72,-72,32
San Francisco,5/20/2020,-67,-30,-22,-72,-71,31
San Francisco,5/21/2020,-67,-28,-21,-72,-71,32
San Francisco,5/22/2020,-67,-24,-16,-69,-67,29
San Francisco,5/23/2020,-70,-27,-11,-59,-34,15
San Francisco,5/24/2020,-67,-29,10,-55,-34,13
San Francisco,5/25/2020,-65,-29,36,-74,-81,27
San Francisco,5/26/2020,-66,-26,-5,-71,-70,30
San Francisco,5/27/2020,-66,-29,-16,-70,-69,31
San Francisco,5/28/2020,-67,-30,-29,-71,-69,32
San Francisco,5/29/2020,-68,-28,-31,-70,-65,31
San Joaquin,2/15/2020,3,3,31,10,-2,-1
San Joaquin,2/16/2020,7,4,37,7,0,-2
San Joaquin,2/17/2020,11,4,51,-7,-39,9
San Joaquin,2/18/2020,2,1,15,4,1,0
San Joaquin,2/19/2020,2,0,18,1,2,0
San Joaquin,2/20/2020,5,3,23,5,1,-1
San Joaquin,2/21/2020,4,1,22,5,3,-1
San Joaquin,2/22/2020,6,3,64,13,2,-1
San Joaquin,2/23/2020,8,5,54,10,4,-1
San Joaquin,2/24/2020,5,2,31,4,9,-1
San Joaquin,2/25/2020,7,1,22,4,3,-1
San Joaquin,2/26/2020,9,3,30,7,3,-1
San Joaquin,2/27/2020,12,6,31,10,2,-2
San Joaquin,2/28/2020,7,6,21,8,4,-1
San Joaquin,2/29/2020,10,7,39,10,3,-2
San Joaquin,3/1/2020,13,8,24,5,5,-1
San Joaquin,3/2/2020,12,9,21,3,9,-1
San Joaquin,3/3/2020,15,11,29,8,3,-2
San Joaquin,3/4/2020,10,9,30,-2,3,-1
San Joaquin,3/5/2020,12,10,26,5,2,-1
San Joaquin,3/6/2020,6,8,13,2,2,0
San Joaquin,3/7/2020,3,6,1,0,0,1
San Joaquin,3/8/2020,6,7,16,5,2,0
San Joaquin,3/9/2020,7,8,34,2,5,0
San Joaquin,3/10/2020,7,7,23,1,-1,0
San Joaquin,3/11/2020,7,8,34,-2,-2,0
San Joaquin,3/12/2020,9,14,27,2,-3,0
San Joaquin,3/13/2020,4,22,19,0,-3,1
San Joaquin,3/14/2020,-5,23,-13,-8,-2,3
San Joaquin,3/15/2020,-11,15,-23,-16,-5,4
San Joaquin,3/16/2020,-2,30,-22,-18,-18,8
San Joaquin,3/17/2020,-10,19,-7,-14,-29,11
San Joaquin,3/18/2020,-17,10,-8,-17,-31,12
San Joaquin,3/19/2020,-18,10,8,-15,-33,13
San Joaquin,3/20/2020,-30,2,-4,-21,-36,16
San Joaquin,3/21/2020,-41,-7,-11,-24,-24,13
San Joaquin,3/22/2020,-41,-15,0,-26,-25,10
San Joaquin,3/23/2020,-32,-13,-8,-28,-36,16
San Joaquin,3/24/2020,-32,-14,-27,-30,-41,18
San Joaquin,3/25/2020,-34,-15,-20,-28,-41,18
San Joaquin,3/26/2020,-32,-12,-11,-24,-42,18
San Joaquin,3/27/2020,-36,-13,-18,-29,-41,19
San Joaquin,3/28/2020,-44,-17,-45,-34,-30,15
San Joaquin,3/29/2020,-41,-16,-16,-31,-30,12
San Joaquin,3/30/2020,-31,-15,-7,-27,-39,16
San Joaquin,3/31/2020,-28,-11,-12,-26,-43,17
San Joaquin,4/1/2020,-27,-9,-13,-27,-43,17
San Joaquin,4/2/2020,-28,-8,-15,-23,-44,18
San Joaquin,4/3/2020,-32,-4,-14,-29,-42,19
San Joaquin,4/4/2020,-43,-12,-43,-36,-32,15
San Joaquin,4/5/2020,-49,-21,-58,-45,-36,14
San Joaquin,4/6/2020,-34,-10,-30,-33,-41,18
San Joaquin,4/7/2020,-32,-10,-18,-28,-44,18
San Joaquin,4/8/2020,-34,-12,-18,-29,-45,18
San Joaquin,4/9/2020,-35,-11,-27,-28,-46,19
San Joaquin,4/10/2020,-36,-6,-17,-31,-46,21
San Joaquin,4/11/2020,-37,-1,-14,-25,-31,14
San Joaquin,4/12/2020,-55,-18,-27,-30,-35,11
San Joaquin,4/13/2020,-33,-14,-5,-25,-40,17
San Joaquin,4/14/2020,-30,-12,-5,-26,-43,18
San Joaquin,4/15/2020,-32,-6,-6,-23,-42,17
San Joaquin,4/16/2020,-42,-6,-11,-24,-43,18
San Joaquin,4/17/2020,-46,-7,-15,-26,-41,19
San Joaquin,4/18/2020,-48,-6,-14,-22,-26,13
San Joaquin,4/19/2020,-48,-8,-6,-25,-28,10
San Joaquin,4/20/2020,-43,-9,-10,-25,-39,16
San Joaquin,4/21/2020,-41,-7,-7,-22,-42,17
San Joaquin,4/22/2020,-41,-8,-3,-22,-42,17
San Joaquin,4/23/2020,-42,-6,-4,-21,-43,17
San Joaquin,4/24/2020,-44,-5,-5,-22,-41,18
San Joaquin,4/25/2020,-46,-3,-2,-21,-26,11
San Joaquin,4/26/2020,-45,-4,6,-19,-27,9
San Joaquin,4/27/2020,-39,-4,3,-22,-37,15
San Joaquin,4/28/2020,-37,-3,0,-20,-41,9
San Joaquin,4/29/2020,-36,-4,-2,-21,-41,16
San Joaquin,4/30/2020,-32,-1,-2,-16,-41,16
San Joaquin,5/1/2020,-35,2,-2,-19,-39,16
San Joaquin,5/2/2020,-37,5,0,-14,-23,10
San Joaquin,5/3/2020,-36,2,16,-14,-21,8
San Joaquin,5/4/2020,-31,2,8,-19,-35,13
San Joaquin,5/5/2020,-31,5,-1,-17,-39,14
San Joaquin,5/6/2020,-34,0,-1,-18,-39,14
San Joaquin,5/7/2020,-33,4,3,-14,-39,14
